target_harvest_month,crop_code,state_code,year,modal_price
1,12,1,2026,18.423990613790075
10,12,1,2026,16.456822383306374
2,12,1,2027,19.86277447465973
9,12,1,2029,17.972882384753646
1,12,1,2026,15.554676927295262
3,12,1,2027,13.959483715157031
6,12,1,2028,19.574013511757176
11,12,1,2024,14.776466670575397
6,12,1,2024,12.348536094778998
11,12,1,2027,17.36707209734048
3,12,1,2026,11.022199599112552
4,12,1,2027,17.50388988594992
6,12,1,2028,15.564504069300051
5,12,1,2026,21.258972532772745
7,12,1,2029,16.26549150017596
9,12,1,2025,11.086841670127166
4,12,1,2025,10.656299357479124
11,12,1,2028,14.601377017678839
6,12,1,2029,14.583311979297148
1,12,1,2025,13.852627900333236
1,12,1,2024,17.061702780122697
7,12,1,2024,18.410431281155887
5,12,1,2028,19.030228739776838
10,12,1,2028,22.516493481544313
1,12,1,2029,18.192571809695696
4,12,1,2026,19.27426252071677
6,12,1,2029,24.35820152271831
11,12,1,2027,18.682797060247694
4,12,1,2024,15.631684331921743
8,12,1,2029,22.944422661852073
10,12,1,2029,22.970415084949973
5,12,1,2028,16.595405629910672
12,12,1,2030,16.074065389234466
1,12,1,2027,17.497000015540305
3,12,1,2025,16.79104264608323
2,12,1,2026,20.15922219619323
11,12,1,2024,19.412131619833797
1,12,1,2029,23.38453747140438
3,12,1,2025,13.77926920359453
10,12,1,2028,20.428486789812563
11,12,1,2028,18.689648532226382
3,12,1,2024,18.964585945127293
2,12,1,2026,13.082298266313826
5,12,1,2029,23.96915892427401
1,12,1,2026,21.696350465276574
5,12,1,2026,19.691699258653262
5,12,1,2026,15.595813308201896
7,12,1,2024,12.886605856673151
4,12,1,2025,15.046735050470973
10,12,1,2025,13.007591950969841
12,12,1,2029,19.35985395040508
1,12,1,2025,19.99015496463603
12,12,1,2028,14.167961847795592
6,12,1,2027,16.087733802999853
4,12,1,2030,20.77710806615799
6,12,1,2028,17.50930783270826
4,12,1,2030,19.57912106774618
9,12,1,2030,16.461552882809958
12,12,1,2027,17.0311230934868
10,12,1,2024,10.368483831699756
2,12,1,2026,11.793276614856932
1,12,1,2030,14.38078856699059
11,12,1,2027,20.961339176859777
10,12,1,2024,18.938927696885997
2,12,1,2025,14.375237112930076
12,12,1,2028,19.760121966469125
12,12,1,2026,14.914008600889538
2,12,1,2027,12.240823600659217
5,12,1,2030,15.88208518218226
4,12,1,2025,12.376328453813834
2,12,1,2025,17.97616870978204
2,12,1,2027,16.612915177082346
2,12,1,2030,20.227950004375188
5,12,1,2024,13.9814848353109
4,12,1,2030,22.385088792764684
10,12,1,2026,15.535494848849561
9,12,1,2030,19.65790660032182
5,12,1,2028,13.499458995099744
4,12,1,2029,18.789981921533467
11,12,1,2029,20.717281559659547
5,12,1,2026,19.452592939055346
8,12,1,2026,20.50435577765802
2,12,1,2029,22.21251958341447
8,12,1,2025,19.918165197720576
3,12,1,2027,16.7928462453772
12,12,1,2024,16.93165977993555
7,12,1,2025,17.28613709916216
5,12,1,2026,16.943548093569987
12,12,1,2024,13.855255106636005
4,12,1,2027,17.44526500389608
3,12,1,2025,12.314904744879124
5,12,1,2028,16.20405287041483
3,12,1,2030,14.068931039827522
7,12,1,2029,21.356807781754096
5,12,1,2029,12.700950314975954
1,12,1,2027,15.721983853836889
5,12,1,2024,15.73887113449845
7,12,1,2028,16.71675192186135
4,12,1,2028,16.555129679797712
11,12,1,2027,12.338130963782302
9,12,1,2024,11.697286212032388
4,12,1,2026,19.041225263030864
9,12,1,2025,16.363851102948264
7,12,1,2027,21.468536806462485
8,12,1,2029,18.433815550832943
1,12,1,2030,13.04339585434976
5,12,1,2029,23.58817254869126
8,12,1,2026,18.484046887299513
2,12,1,2030,13.621117768351658
8,12,1,2028,21.351648387406904
10,12,1,2025,19.571885947559856
11,12,1,2030,19.302058604776708
2,12,1,2028,12.544549109003329
4,12,1,2025,17.00829202531029
12,12,1,2024,13.569721324073655
3,12,1,2025,16.382744185466276
6,12,1,2025,10.66237744264511
6,12,1,2030,16.688932482268523
8,12,1,2028,14.098054330774385
5,12,1,2030,17.475375777842043
4,12,1,2025,16.390681141716154
6,12,1,2027,19.581054196891444
8,12,1,2028,13.132528242326869
2,12,1,2028,20.423218315071548
5,12,1,2027,16.781392959312193
12,12,1,2027,13.770712688711653
8,12,1,2024,12.561195879802558
9,12,1,2027,17.618726873014946
3,12,1,2026,12.80264654162818
9,12,1,2026,20.818561361953748
7,12,1,2025,16.06435723685875
2,12,1,2029,23.12149860258784
12,12,1,2028,20.97513771959957
10,12,1,2030,18.61971702992302
4,12,1,2024,15.502448825672964
11,12,1,2029,19.64379857389402
2,12,1,2025,13.067231610222871
9,12,1,2024,12.5639258150239
4,12,1,2028,22.287769793545102
5,12,1,2027,18.835988577239167
2,12,1,2025,17.545283416581047
1,12,1,2027,15.388388554408847
3,12,1,2025,17.611064605355224
11,12,1,2027,15.412564229428487
1,12,1,2028,22.54505652295454
10,12,1,2029,24.074119516406594
7,12,1,2030,16.03505257101384
8,12,1,2024,14.035310980591403
12,12,1,2025,15.17986837929632
6,12,1,2029,18.24296991844252
9,12,1,2030,15.02766000237206
7,12,1,2026,21.102095754154362
2,12,1,2025,16.173665178969035
9,12,1,2025,15.669098594737928
4,12,1,2030,15.996821557018748
1,12,1,2025,11.081052554037191
10,12,1,2029,16.58280876665183
5,12,1,2027,12.218022176188212
11,12,1,2026,17.297621886755
8,12,1,2027,14.728868347239445
11,12,1,2030,21.716471483922525
7,12,1,2026,18.804783489643594
5,12,1,2026,19.25029058484919
12,12,1,2027,15.449116429981688
7,12,1,2024,13.846002491642878
12,12,1,2026,11.335945238812457
2,12,1,2026,18.797127691404064
9,12,1,2030,19.375955033678782
4,12,1,2027,12.752077581830633
11,12,1,2026,13.956806887648483
1,12,1,2026,20.389837494216508
4,12,1,2026,18.988887161997777
2,12,1,2027,21.567338140239052
4,12,1,2026,21.239991762735247
2,12,1,2024,18.906081450877977
10,12,1,2025,16.476934333348176
2,12,1,2025,17.93597991386288
11,12,1,2026,20.967704429758623
9,12,1,2025,15.721849979896874
1,12,1,2027,22.22250676601675
4,12,1,2030,20.56729822442239
5,12,1,2027,16.911645982678884
4,12,1,2025,15.253142005041326
12,12,1,2026,15.640709979986985
12,12,1,2027,15.423444651858249
3,12,1,2029,14.359312235053034
10,12,1,2029,12.719176059243464
7,12,1,2030,20.19183720954707
5,12,1,2028,12.177491365461732
6,12,1,2029,15.69841008976133
5,12,1,2028,15.918739433264149
7,12,1,2030,23.37409423153882
9,12,1,2025,17.336473357755423
1,12,1,2028,15.51409253274789
12,12,1,2026,11.677925071157796
7,12,1,2026,13.559266153882865
11,12,1,2026,20.7147708549409
10,12,1,2029,19.459423040984174
11,12,1,2028,13.699016569392677
7,12,1,2030,21.658926016654064
10,12,1,2025,17.865956086633037
2,12,1,2028,23.97028094493437
11,12,1,2030,14.267778718469435
12,12,1,2024,19.59793268594732
3,12,1,2026,11.482952066619639
12,12,1,2027,21.083193979740585
6,12,1,2025,16.41152341590192
4,12,1,2026,18.163939990812274
4,12,1,2029,13.079050977580614
6,12,1,2024,14.967011159593437
5,12,1,2026,20.947596387661456
12,12,1,2026,18.183103686470027
7,12,1,2030,14.907755268971593
6,12,1,2028,14.727739687031349
10,12,1,2026,15.29265551860061
10,12,1,2025,16.786005785711875
4,12,1,2024,11.209084283259031
6,12,1,2025,19.9542987858833
3,12,1,2029,17.56663467521127
9,12,1,2024,17.99385034839399
4,12,1,2029,20.87245322045364
6,12,1,2029,21.204189641203808
3,12,1,2030,21.154233929064954
4,12,1,2030,20.144689359822358
5,12,1,2030,19.9510350814599
12,12,1,2026,17.33410291824487
3,12,1,2024,11.112534898236117
8,12,1,2029,16.105398752406316
1,12,1,2029,13.558766791230909
12,12,1,2025,14.313127907174273
12,12,1,2030,18.943936055912967
7,12,1,2028,17.469596272633108
2,12,1,2030,16.113251322031736
8,12,1,2027,14.70818285693157
1,12,1,2029,21.34137213883576
9,12,1,2024,13.745273368110878
4,12,1,2030,25.951358823559882
9,12,1,2030,15.873213626252083
1,12,1,2027,13.541298797533088
7,12,1,2026,13.319962654853438
11,12,1,2026,15.4175284637821
1,12,1,2029,18.024815604151804
8,12,1,2029,18.737584008709817
10,12,1,2029,22.760689708505826
9,12,1,2030,22.347991261838725
7,12,1,2025,20.776324117424263
8,12,1,2030,13.747460282173758
8,12,1,2028,23.194438306781837
6,12,1,2024,10.559303720816553
5,12,1,2030,22.63311507379619
1,12,1,2024,10.391760070506455
11,12,1,2028,23.239239393742533
8,12,1,2027,17.975420990231672
1,12,1,2024,13.559520223532367
6,12,1,2026,11.671298054081191
5,12,1,2029,12.536793298840456
8,12,1,2029,14.484978472356612
12,12,1,2029,15.744303239635347
8,12,1,2024,12.623921728192759
12,12,1,2030,25.479224811570177
5,12,1,2029,19.923026598900144
2,12,1,2025,13.78586033042063
4,12,1,2027,12.35170707654792
12,12,1,2029,20.341626670703718
10,12,1,2027,19.662881132446255
7,12,1,2029,16.155448205428147
4,12,1,2027,20.423578908861764
6,12,1,2026,18.9647540199986
11,12,1,2029,16.83935936108647
5,12,1,2026,11.539527434816803
10,12,1,2025,16.896511385058957
5,12,1,2029,14.484279241699799
12,12,1,2028,21.876877194547806
6,12,1,2026,16.165978438036593
11,12,1,2029,23.623599597889715
8,12,1,2026,12.095309033187535
6,12,1,2028,19.24919662715678
11,12,1,2026,21.987281389433292
5,12,1,2027,20.64477487880646
3,12,1,2025,12.15588878743779
5,12,1,2029,17.064014884944374
4,12,1,2028,14.438728664317289
4,12,1,2026,17.707341195909137
5,12,1,2029,19.408722101179677
2,12,1,2025,12.38082155925089
9,12,1,2025,16.728452513290314
6,12,1,2030,23.127382741064267
11,12,1,2028,22.416813725526715
6,12,1,2026,11.705149310995344
7,12,1,2027,18.030586110434474
1,12,1,2026,19.941174813629633
1,12,1,2030,16.506872532954326
10,12,1,2029,17.999180299236073
3,12,1,2027,15.69594507729993
2,12,1,2026,11.450305503649867
9,12,1,2029,20.151143426622667
7,12,1,2027,13.305445175871025
6,12,1,2029,17.954740888474735
9,12,1,2030,14.558441091891735
9,12,1,2024,13.762089255895393
11,12,1,2024,12.135631794790106
11,12,1,2027,22.72408475862877
3,12,1,2026,16.09665194420298
7,12,1,2027,21.257434183979466
9,12,1,2029,23.531219105788637
11,12,1,2024,18.832540773045267
10,12,1,2028,20.793318198521476
10,12,1,2027,15.571833904960481
10,12,1,2028,16.628009295435703
2,12,1,2027,22.093051725100597
8,12,1,2026,16.944738897206452
7,12,1,2030,13.90162796939161
6,12,1,2024,10.692863400494005
2,12,1,2030,20.967461474387758
5,12,1,2027,12.623488108063464
8,12,1,2030,24.659127277729375
6,12,1,2027,13.397885481454223
4,12,1,2028,20.0849267462414
10,12,1,2027,15.460171922480992
8,12,1,2026,11.649690939900026
12,12,1,2029,14.031593965205179
3,12,1,2030,18.724748698849513
8,12,1,2028,15.571401772693289
12,12,1,2030,25.329781360194243
11,12,1,2030,19.430772804766356
7,12,1,2029,14.304782463538817
7,12,1,2025,12.397950438899274
7,12,1,2025,11.765318523921755
3,12,1,2029,13.407420847349364
8,12,1,2024,19.86257644504836
1,12,1,2025,16.113397450214293
3,12,1,2029,17.872873620358842
11,12,1,2029,17.745473751982274
10,12,1,2027,20.872188183592385
4,12,1,2029,17.315100113081215
6,12,1,2029,23.278317196323826
4,12,1,2029,14.311815978944466
10,12,1,2029,23.637857747262085
3,12,1,2028,22.10866865974251
8,12,1,2024,15.855574616759455
5,12,1,2025,18.63146488983619
5,12,1,2026,20.55430455435162
1,12,1,2024,11.711323354824179
11,12,1,2024,17.64793100719224
7,12,1,2029,20.02372079022252
4,12,1,2029,19.874132480666727
11,12,1,2026,15.461952696680925
4,12,1,2026,18.051977176436864
8,12,1,2028,17.755113229270254
3,12,1,2029,24.26545744183608
10,12,1,2029,14.053826358561114
11,12,1,2030,25.782457991105286
7,12,1,2024,15.195609276327168
12,12,1,2025,13.361785783603858
10,12,1,2029,17.0339058359633
10,12,1,2024,15.860004537225066
4,12,1,2028,19.16962160285115
3,12,1,2028,23.6668582694944
5,12,1,2027,22.5063953518717
10,12,1,2024,14.528308582284717
9,12,1,2025,18.532466807588097
4,12,1,2028,18.400971665517204
9,12,1,2027,19.74550651373614
6,12,1,2025,11.35207226481684
4,12,1,2028,13.083181482203921
4,12,1,2028,22.085747360030307
2,12,1,2027,15.685779624286958
12,12,1,2030,17.568780235176764
10,12,1,2024,16.49567840739511
5,12,1,2027,17.239010947731174
4,12,1,2024,16.949129716758936
10,12,1,2026,17.65578868200986
2,12,1,2029,15.703699972357041
1,12,1,2030,23.981970062656792
3,12,1,2026,20.440763886950833
1,12,1,2029,23.48497412894636
5,12,1,2025,11.942117591166133
8,12,1,2024,16.683533821719337
3,12,1,2027,14.898487703827847
8,12,1,2029,18.58978161687813
3,12,1,2026,21.608924051921
8,12,1,2025,14.575165794557241
10,12,1,2026,14.332806318770519
9,12,1,2027,22.76636718946319
9,12,1,2025,13.80780320912586
1,12,1,2028,19.29060956303876
6,12,1,2027,12.345545149548302
3,12,1,2030,15.321310899924585
6,12,1,2025,14.544737820195955
3,12,1,2026,12.14768379139847
8,12,1,2026,18.305588478655572
9,12,1,2027,19.862530246020796
9,12,1,2027,21.297548382663944
1,12,1,2028,23.434893005863593
7,12,1,2026,12.964508253160524
5,12,1,2028,16.132976063291466
8,12,1,2028,14.831837962277486
7,12,1,2029,23.916349174507836
5,12,1,2029,19.28595412763437
12,12,1,2030,14.181907306477125
4,12,1,2028,21.110628041796065
12,12,1,2029,24.014479107217642
2,12,1,2027,22.324366440727168
9,12,1,2030,19.063052625846353
5,12,1,2025,11.469903589852862
1,12,1,2024,11.820564631186912
2,12,1,2028,19.94967991348857
2,12,1,2030,19.63070254853683
10,12,1,2028,22.03027711906814
7,12,1,2028,17.076816194417464
12,12,1,2026,17.295247365249914
3,12,1,2029,16.782946641215823
3,12,1,2027,12.92527516608567
1,12,1,2026,18.302416174867197
10,12,1,2029,22.918291906206683
9,12,1,2029,24.27339915004694
6,12,1,2028,16.503570222816297
7,12,1,2029,15.997396299223736
5,12,1,2024,14.014634852938038
9,12,1,2025,19.256344771498068
8,12,1,2024,17.074734129844867
8,12,1,2030,20.524451619150664
8,12,1,2030,21.73317052238566
5,12,1,2027,19.450746672679227
9,12,1,2025,18.95715998083942
7,12,1,2028,16.82935479233459
5,12,1,2027,18.940634043228528
5,12,1,2025,11.025005848721964
6,12,1,2026,14.045255463888795
9,12,1,2028,14.10390112088123
11,12,1,2030,23.885100136155216
6,12,1,2024,16.496486316478926
11,12,1,2025,11.359984022113325
1,12,1,2028,19.22789981164484
10,12,1,2025,11.541880587195624
5,12,1,2030,21.00619234108703
2,12,1,2030,24.279493518408188
10,12,1,2029,17.18034086342381
7,12,1,2028,22.22461177170023
12,12,1,2030,23.341714061142724
8,12,1,2028,18.397671509984487
2,12,1,2030,20.82705225564629
6,12,1,2026,17.54171107026942
11,12,1,2029,12.568510028678418
3,12,1,2026,13.746512243643595
8,12,1,2029,19.892188409144104
6,12,1,2029,15.624151889008953
4,12,1,2026,21.626157259924213
10,12,1,2024,17.396495208865222
6,12,1,2029,21.695297938014242
1,12,1,2027,14.725910790583216
3,12,1,2030,23.529747592947306
12,12,1,2026,19.27387140366862
8,12,1,2029,24.73217821897252
2,12,1,2030,23.998268515904
9,12,1,2025,20.76889690591997
12,12,1,2024,11.174998928780647
10,12,1,2026,12.665336519103754
3,12,1,2029,24.819494890667077
10,12,1,2028,18.492552380887286
8,12,1,2028,13.89746200166015
10,12,1,2026,13.809045787999478
11,12,1,2025,11.877047303404863
11,12,1,2025,20.240476779720485
2,12,1,2026,17.195578686690308
8,12,1,2025,19.095837324961778
8,12,1,2024,14.668859257803948
5,12,1,2025,20.623523683926503
7,12,1,2027,13.234640312924057
7,12,1,2030,15.3237531581152
10,12,1,2027,17.997047790686626
2,12,1,2024,15.230738875144144
7,12,1,2029,16.980138508952308
2,12,1,2030,19.612549141738967
1,12,1,2026,19.601400603273586
6,12,1,2030,24.439413790965304
6,12,1,2030,19.888617023240613
12,12,1,2028,20.22335156754589
11,12,1,2028,13.908589832312865
3,12,1,2028,20.99602539694694
1,12,1,2030,16.67029640093629
7,12,1,2030,17.680698404673162
4,12,1,2026,19.357740899432653
10,12,1,2025,12.391211205635612
4,12,1,2030,16.13892562178046
9,12,1,2024,19.47898568104946
8,12,1,2029,17.090127807868278
8,12,1,2026,19.45689421437592
2,12,1,2027,12.362486197670286
10,12,1,2030,21.663367569077653
12,12,1,2028,21.469373120977014
1,12,1,2030,25.390432086957443
9,12,1,2030,25.08608382876759
5,12,1,2024,15.099917779702464
5,12,1,2028,21.89791606348891
12,12,1,2024,15.219271392487915
12,12,1,2030,22.939151978805008
12,12,1,2025,10.953948450704026
11,12,1,2030,18.239905924283327
2,12,1,2028,17.546950126649985
7,12,1,2024,14.177687440146283
2,12,1,2028,15.380895279900914
3,12,1,2025,15.361665359095058
1,12,1,2026,18.114704184309797
8,12,1,2030,20.957598328007123
10,12,1,2024,16.926234802119588
5,12,1,2027,21.419767274713966
7,12,1,2028,22.296679735120897
5,12,1,2029,22.090207133230084
9,12,1,2030,21.91887456886435
10,12,1,2029,12.643224528789885
1,12,1,2026,19.864025239729816
10,12,1,2029,23.546849831227657
8,12,1,2027,20.35351885517797
10,12,1,2026,20.283908482147602
2,12,1,2026,19.89974356479631
6,12,1,2025,11.75106676260199
1,12,1,2024,14.003012062015983
12,12,1,2025,16.877194737661338
8,12,1,2028,16.388763428262088
5,12,1,2029,14.324043695572271
6,12,1,2029,24.051609665819047
2,12,1,2026,17.774837387228285
12,12,1,2026,14.405077829698115
10,12,1,2029,24.049239388149488
2,12,1,2024,14.036836418338087
4,12,1,2025,18.413215024457823
4,12,1,2024,17.53999266161861
11,12,1,2025,15.831883576529581
6,12,1,2030,15.949684957016373
7,12,1,2026,14.563893506775402
9,12,1,2028,16.796169547014472
9,12,1,2028,21.321168158692682
10,12,1,2025,16.15278536976373
5,12,1,2030,15.027499120539023
9,12,1,2027,15.09446023332913
11,12,1,2027,21.136668282214007
1,12,1,2024,12.423392880923897
6,12,1,2028,18.55863919685839
12,12,1,2028,20.227233395104296
4,12,1,2024,19.358825477006732
1,12,1,2028,12.643341074338517
4,12,1,2029,21.34900168845953
3,12,1,2025,18.339344684977235
7,12,1,2026,20.912894602741797
11,12,1,2024,11.128216693689007
10,12,1,2027,20.58708277200712
12,12,1,2027,22.044897592806876
6,12,1,2027,14.929378181992288
10,12,1,2028,22.14608926132065
12,12,1,2029,12.975751992929228
7,12,1,2027,22.30662901799951
12,12,1,2029,23.894091326444716
8,12,1,2026,15.545816787372658
12,12,1,2028,13.314497344909975
8,12,1,2025,13.614813588773806
6,12,1,2027,20.488587714155212
1,12,1,2026,14.832194808666483
7,12,1,2027,13.073809391046805
7,12,1,2024,11.97067680664152
11,12,1,2025,11.339462663337303
5,12,1,2027,16.78068763161875
7,12,1,2027,15.723028269564878
6,12,1,2028,23.31866999228333
5,12,1,2025,12.642156512462776
6,12,1,2024,16.04104717646529
6,12,1,2028,23.93517540157898
10,12,1,2029,18.293327412530054
3,12,1,2024,19.9802553132155
8,12,1,2024,14.154062124815281
8,12,1,2029,20.36589380606877
4,12,1,2028,23.806249266119277
11,12,1,2029,18.746219184515628
10,12,1,2027,19.265585342053647
4,12,1,2029,23.478851372423918
10,12,1,2027,21.059382665923994
4,12,1,2025,13.227397565852035
2,12,1,2026,14.346650704456554
8,12,1,2030,23.879758600730874
11,12,1,2026,17.13098561161451
9,12,1,2027,14.38972358700685
9,12,1,2029,22.097905044936184
12,12,1,2025,20.930110175352855
7,12,1,2026,14.34850314252258
9,12,1,2030,18.42846758600055
11,12,1,2030,14.502638932745677
12,12,1,2025,13.395163787640161
6,12,1,2025,18.269564565431093
7,12,1,2030,17.78633200761339
11,12,1,2026,14.55556498616514
6,12,1,2029,14.773255983369937
4,12,1,2030,15.105267827989683
11,12,1,2029,12.511575781695592
4,12,1,2030,16.14566282896867
12,12,1,2028,20.367605595133213
2,12,1,2027,19.88953971024453
2,12,1,2028,19.21811746411773
4,12,1,2029,24.679290443238987
2,12,1,2030,24.987495646830702
11,12,1,2024,10.170666067898583
3,12,1,2028,21.033379279137137
2,12,1,2025,10.751340765450145
10,12,1,2029,21.903261648432853
7,12,1,2026,20.32124027696939
12,12,1,2029,24.022600143749678
12,12,1,2027,11.967367336050527
12,12,1,2026,11.362571288916383
6,12,1,2028,20.677479474010486
8,12,1,2029,12.703099138738864
1,12,1,2028,17.36204397098623
1,12,1,2030,22.448303121114094
3,12,1,2024,18.123451663951908
7,12,1,2026,18.948330486640277
9,12,1,2026,18.89501588800282
9,12,1,2029,14.322705267443379
3,12,1,2028,19.442346227276193
2,12,1,2029,15.234463007642173
1,12,1,2024,14.405642301399071
4,12,1,2027,15.563934883146851
10,12,1,2024,14.011519319669942
4,12,1,2030,22.925658549852926
4,12,1,2027,17.13172391522924
6,12,1,2028,13.037203428307738
4,12,1,2028,21.33552167170024
6,12,1,2029,22.16682122687523
5,12,1,2025,19.72952314462097
11,12,1,2027,18.42459924628372
1,12,1,2028,23.39030015166539
1,12,1,2024,11.743782218762556
7,12,1,2027,20.81753445164941
5,12,1,2025,18.052860264576676
9,12,1,2024,14.592587908320533
4,12,1,2027,15.11745618361063
12,12,1,2030,18.136898992813755
6,12,1,2027,12.933460167983574
3,12,1,2027,18.63956706421792
1,12,1,2029,20.69041591436754
11,12,1,2028,20.13676454082462
2,12,1,2029,21.9900890415785
8,12,1,2030,16.320124677490814
7,12,1,2024,15.294972009177126
10,12,1,2024,18.268931681207352
5,12,1,2024,17.302712369108967
11,12,1,2026,19.540246756182228
10,12,1,2029,17.724668701265067
6,12,1,2027,14.34769791297714
6,12,1,2026,19.234544160632165
5,12,1,2026,17.69993933613861
4,12,1,2030,18.77148013052477
4,12,1,2030,21.646147048361176
2,12,1,2026,20.48946955412713
5,12,1,2028,16.726134915080433
1,12,1,2024,13.398011561412456
10,12,1,2030,17.42185316101767
6,12,1,2024,11.434931270895813
6,12,1,2028,14.276378112582984
10,12,1,2027,20.559613280425367
7,12,1,2026,18.227714205271138
1,12,1,2029,16.710366521861005
3,12,1,2030,19.232316772144106
1,12,1,2030,14.628413977093508
3,12,1,2029,20.45476599004509
7,12,1,2030,23.550446937824656
9,12,1,2028,20.15392852679562
2,12,1,2024,15.803210934225442
3,12,1,2029,14.211190641014202
4,12,1,2026,17.743056070396957
4,12,1,2028,23.631305623018836
1,12,1,2028,12.166910603361766
10,12,1,2028,22.515943551283158
3,12,1,2028,23.19199117500603
12,12,1,2027,22.671882958807487
4,12,1,2024,13.249975681725022
3,12,1,2028,23.193824354357712
5,12,1,2029,17.37408984149183
1,12,1,2030,13.317281870379905
1,12,1,2029,20.31823244387627
4,12,1,2024,18.612575307719034
10,12,1,2025,11.601002373896796
11,12,1,2030,21.63434912473327
3,12,1,2030,24.606329411290176
1,12,1,2025,13.972321482361997
3,12,1,2028,19.601963061532732
10,12,1,2030,15.548257375066427
11,12,1,2026,21.84829094765788
4,12,1,2029,14.22204880712981
1,12,1,2027,14.720690433007185
3,12,1,2029,21.02814079926911
8,12,1,2026,16.863767953174523
2,12,1,2028,17.254637365354743
11,12,1,2027,22.146864145123573
5,12,1,2029,24.000384336576566
2,12,1,2030,16.169364156916302
6,12,1,2030,21.213340320002146
2,12,1,2029,23.209003487205152
3,12,1,2025,16.250424899293797
9,12,1,2030,25.655037566752856
12,12,1,2025,18.341631814161317
12,12,1,2029,21.222797514923776
1,12,1,2027,22.157536947562214
7,12,1,2029,21.99569620238726
8,12,1,2029,13.327370650116826
5,12,1,2024,19.171667073408507
2,12,1,2028,14.7522113226799
6,12,1,2027,15.267635071586152
12,12,1,2025,18.856864257245313
1,12,1,2027,16.414658556863383
9,12,1,2025,20.73233459050053
8,12,1,2024,18.013515987629873
4,12,1,2024,13.31347291968007
6,12,1,2029,20.73580117026703
1,12,1,2027,14.112908581953105
10,12,1,2025,15.444244139926145
9,12,1,2030,19.945884100634537
4,12,1,2026,18.27883326062726
7,12,1,2024,19.16362966228312
12,12,1,2028,13.839421580716744
6,12,1,2029,14.503784422417256
7,12,1,2028,18.416150745134633
9,12,1,2029,17.52091832488913
8,12,1,2025,12.346833378746034
2,12,1,2029,13.954185503273798
12,12,1,2025,12.555385054244894
3,12,1,2030,13.86972438544678
11,12,1,2030,17.924658643983932
9,12,1,2027,16.50129570646886
3,12,1,2028,15.392003961180615
11,12,1,2028,22.05295689617333
7,12,1,2030,23.674089678801618
4,12,1,2026,21.648643102215654
9,12,1,2030,24.74825965222297
9,12,1,2030,17.30528735282658
3,12,1,2028,15.97362744063448
10,12,1,2030,18.43513030496182
6,12,1,2027,15.98430749617886
8,12,1,2029,18.192859813491385
11,12,1,2024,16.053995544461095
6,12,1,2026,11.936524463106394
9,12,1,2025,17.047625383117726
1,12,1,2027,18.17057848148408
11,12,1,2027,18.470521107820378
9,12,1,2030,17.836618011438627
7,12,1,2027,22.1782294748781
3,12,1,2024,19.55617520675612
2,12,1,2026,14.04418870211616
1,12,1,2028,21.555102985656276
7,12,1,2029,24.96711857676845
1,12,1,2027,22.811947887798112
7,12,1,2030,17.233557364723737
8,12,1,2024,11.067133526644707
1,12,1,2028,23.603094924112934
8,12,1,2028,13.989321889147364
12,12,1,2027,20.409262802646076
2,12,1,2025,17.643327875602452
6,12,1,2025,17.45896507865777
9,12,1,2026,21.879475576943765
2,12,1,2030,24.191259097662673
4,12,1,2030,21.131713180912154
11,12,1,2025,10.554666175031047
5,12,1,2028,14.677065380130585
9,12,1,2027,11.967080741887631
7,12,1,2024,10.963286508840323
11,12,1,2028,21.911510368588623
3,12,1,2025,14.74891797993124
2,12,1,2026,19.48734867876093
7,12,1,2024,10.892298382564853
1,12,1,2027,19.104736779293944
10,12,1,2029,22.441661031530245
12,12,1,2024,11.338268540763965
3,12,1,2026,19.5767637800726
3,12,1,2028,18.36887479632887
12,12,1,2027,13.525681816896189
5,12,1,2024,19.583111345130035
10,12,1,2025,18.686721356709416
7,12,1,2026,11.251234317710665
4,12,1,2028,13.88525174167385
2,12,1,2029,16.25503640226001
2,12,1,2029,14.251207657216383
3,12,1,2028,18.72938423857029
5,12,1,2025,19.19835356435685
12,12,1,2024,12.029935925381096
4,12,1,2027,17.577667884599613
9,12,1,2026,13.251573002964161
4,12,1,2027,13.472619275394738
5,12,1,2025,18.073099998075854
10,12,1,2030,19.770097419758763
3,12,1,2030,17.854041486098946
8,12,1,2024,18.884816732156715
11,12,1,2026,13.275463261965125
2,12,1,2030,18.889468239806725
3,12,1,2025,10.769417757666716
8,12,1,2030,17.23132113611711
6,12,1,2026,17.93178202656998
9,12,1,2024,14.680996819689064
10,12,1,2025,15.075504330412441
3,12,1,2025,17.9351650040709
12,12,1,2027,22.331553277435034
9,12,1,2027,18.105336965009283
12,12,1,2028,21.726345979105975
4,12,1,2029,18.96848958626355
12,12,1,2029,22.483583513053414
12,12,1,2025,12.528867422082877
2,12,1,2027,21.35612782744367
11,12,1,2027,19.735579251383083
4,12,1,2026,13.10813623267277
1,12,1,2025,10.74808058795531
8,12,1,2025,13.942154628510858
6,12,1,2029,19.06588235364516
11,12,1,2030,21.350284399856744
10,12,1,2029,13.983633707596933
5,12,1,2026,20.809732888239285
12,12,1,2029,15.417950724900976
5,12,1,2025,10.644636577198883
11,12,1,2029,17.26874085373705
6,12,1,2025,13.10642960442946
8,12,1,2024,19.600314353382537
1,12,1,2024,10.698123905578091
9,12,1,2030,24.89254554437032
9,12,1,2028,13.939264814453473
5,12,1,2025,12.706709309120649
1,12,1,2029,16.279262679328077
3,12,1,2030,14.123415387411958
